C1 	C0603_3_C0603_0.1 	0.1 	  	C0603 	99.0400 	105.6700 	180.000 	YES
DA2_4 	ADA4899-1YCPZ_LFCSP-8_ADA4899-1 	ADA4899-1YCPZ 	  	LFCSP-8 	32.0000 	78.3000 	270.000 	YES
DA2_5 	MAX4564EUA_UMAX8_MAX4564EUA+ 	MAX4564EUA+ 	  	UMAX8 	42.0000 	83.9000 	0.000 	YES
DA2_6 	MAX4564EUA_UMAX8_MAX4564EUA+ 	MAX4564EUA+ 	  	UMAX8 	23.6000 	84.7000 	0.000 	NO
DA2_7 	ADA4899-1YCPZ_LFCSP-8_ADA4899-1 	ADA4899-1YCPZ 	  	LFCSP-8 	32.4000 	87.0000 	270.000 	YES
DA2_8 	MAX4185EUB_0_UMAX10_MAX4226EUB+ 	MAX4226EUB+ 	  	UMAX10 	28.3000 	97.9000 	90.000 	YES
DA2_9 	MAX4185EUB_0_UMAX10_MAX4226EUB+ 	MAX4226EUB+ 	  	UMAX10 	42.5000 	97.9000 	90.000 	YES
DA2_10 	MAX4564EUA_UMAX8_MAX4564EUA+ 	MAX4564EUA+ 	  	UMAX8 	39.8000 	108.0000 	180.000 	YES
DA2_11 	AD8337BCPZ_8_LFCSP-8_AD8337BCPZ 	AD8337BCPZ 	  	LFCSP-8 	37.0000 	110.7000 	0.000 	YES
DA2_12 	MAX4564EUA_UMAX8_MAX4564EUA+ 	MAX4564EUA+ 	  	UMAX8 	20.1000 	109.0000 	270.000 	YES
DA2_13 	MAX4185EUB_0_UMAX10_MAX4226EUB+ 	MAX4226EUB+ 	  	UMAX10 	42.8000 	120.4000 	90.000 	YES
DA2_14 	MAX4185EUB_0_UMAX10_MAX4226EUB+ 	MAX4226EUB+ 	  	UMAX10 	28.6000 	120.4000 	90.000 	YES
DA2_15 	MAX4564EUA_UMAX8_MAX4564EUA+ 	MAX4564EUA+ 	  	UMAX8 	24.8000 	103.8000 	90.000 	YES
DA2_16 	AD8337BCPZ_8_LFCSP-8_AD8337BCPZ 	AD8337BCPZ 	  	LFCSP-8 	38.1000 	126.1000 	270.000 	YES
DA3_2 	TPS76933_1_SOT23-5_LP2992IM5-3. 	LP2992IM5-3.0 	  	SOT23-5 	83.9000 	94.7000 	90.000 	NO
DA3_3 	THS4520RGTT_1_THS4520RGTT_THS45 	THS4520RGTT 	  	THS4520RGTT 	56.1700 	122.5500 	270.000 	YES
DA3_5 	LTC2254IUH_2_QFN32_LTC2252IUH 	LTC2252IUH 	  	QFN32 	76.9000 	88.5200 	90.000 	YES
DA4_2 	TPA301DGN_2_SO8_TPA301D 	TPA301D 	  	SO8 	219.0000 	47.7000 	270.000 	YES
DA5_3 	IXDD408SI_3_SO8_MIC4452YM 	MIC4452YM 	  	SO8 	91.1000 	5.9000 	270.000 	YES
DA5_4 	LMV751_1_SOT23-5_MAX4162EUK+ 	MAX4162EUK+ 	  	SOT23-5 	86.8100 	20.4200 	0.000 	YES
DA5_5 	BQ24751_4_QFN24_BQ24610RGET 	BQ24610RGET 	  	QFN24 	221.7000 	82.3000 	0.000 	YES
DA5_6 	ADG601BRTZ_2_SOT23-6_ADG601BRTZ 	ADG601BRTZ 	  	SOT23-6 	78.5000 	28.3000 	180.000 	YES
DA5_7 	ADG601BRTZ_2_SOT23-6_ADG601BRTZ 	ADG601BRTZ 	  	SOT23-6 	72.3000 	26.1000 	90.000 	YES
DA5_8 	LTC2950ITS8-1#TRMPBF_2_TSOT23-8 	LTC2951ITS8-1 	  	TSOT23-8 	222.4000 	59.0000 	90.000 	NO
DA5_9 	ADG619BRMZ_1_MSOP8_ADG619BRMZ 	ADG619BRMZ 	  	MSOP8 	55.7000 	38.4000 	180.000 	YES
DA5_10 	TPS79230_5_SO-EP8_MAX15007AASA+ 	MAX15007AASA+ 	  	SO-EP8 	229.9100 	60.8200 	270.000 	NO
DA5_12 	L5988D_1_TSSOP_16_065_EPAD_L598 	L5988D 	  	TSSOP_16_065_EPAD 	132.2000 	98.6000 	90.000 	YES
DA5_17 	TPS79912_4_SOT223_MCP1804T-C002 	MCP1804T-C002I/DB 	  	SOT223 	98.3000 	18.7000 	180.000 	YES
DA5_18 	IXDD408SI_4_SO8_MIC4452YM 	MIC4452YM 	  	SO8 	91.2000 	18.3900 	90.000 	YES
DA5_19 	ADG601BRTZ_2_SOT23-6_ADG601BRTZ 	ADG601BRTZ 	  	SOT23-6 	78.4100 	28.4000 	0.000 	NO
DA5_20 	ADG601BRTZ_2_SOT23-6_ADG601BRTZ 	ADG601BRTZ 	  	SOT23-6 	71.9400 	26.5800 	180.000 	NO
DA5_21 	ADG619BRMZ_1_MSOP8_ADG619BRMZ 	ADG619BRMZ 	  	MSOP8 	59.6000 	30.4000 	90.000 	YES
DA5_22 	MIC842LYC5_3_SC70-5_MIC841LYC5 	MIC841LYC5 	  	SC70-5 	82.0300 	24.1800 	180.000 	YES
DA5_23 	MIC842LYC5_2_SC70-5_MIC841LYC5 	MIC841LYC5 	  	SC70-5 	83.3000 	25.4000 	270.000 	NO
DA5_24 	IXDD404SI_6_DFN8_5X4_IXDD609D2T 	IXDD609D2TR 	  	DFN8_5X4 	84.9500 	125.2600 	90.000 	NO
DA5_26 	MIC842LYC5_7_SC70-5_MIC841LYC5 	MIC841LYC5 	  	SC70-5 	65.7900 	112.0900 	0.000 	NO
DA5_27 	IXDD404SI_6_DFN8_5X4_IXDD609D2T 	IXDD609D2TR 	  	DFN8_5X4 	104.8000 	129.8000 	270.000 	NO
DA5_28 	MIC842LYC5_7_SC70-5_MIC841HYC5 	MIC841HYC5 	  	SC70-5 	75.0600 	109.3500 	0.000 	NO
DA5_30 	TMP100NA/250_5_SOT23_REF3020AID 	REF3020AIDBZR 	  	SOT23 	69.5500 	104.5900 	90.000 	NO
DA6_1 	LMZ30606_2_39B1QFN_LMZ30606 	LMZ30606 	  	39B1QFN 	110.4000 	85.1000 	0.000 	YES
DA6_2 	LXDC55KAAA-205_1_LXDC55_LXDC55K 	LXDC55KAAA-205 	  	LXDC55 	97.7300 	83.3900 	270.000 	YES
DA6_3 	LXDC55KAAA-205_1_LXDC55_LXDC55K 	LXDC55KAAA-205 	  	LXDC55 	97.6400 	92.9200 	270.000 	YES
DA6_4 	TPS51200DRCT_SON10_TPS51200_TPS 	TPS51200DRCT 	  	SON10_TPS51200 	113.7200 	45.9400 	270.000 	YES
DA6_5 	TPS82675SIP_USIP8_TPS82675SIP 	TPS82675SIP 	  	USIP8 	88.0100 	81.0300 	0.000 	NO
DD8 	M24SR64_Y_1_UFDFN8_05_EPAD_2X3M 	M24SR64-YMC6T/2 	  	UFDFN8_05_EPAD_2X3MM 	180.6400 	33.7900 	90.000 	YES
DD9 	MAX4648EUT-T+_SOT23-6_MAX4648EU 	MAX4648EUT-T+ 	  	SOT23-6 	87.7300 	82.8900 	90.000 	YES
DD13 	N25Q128A13EF840E_VDFN8_N25Q128A 	N25Q128A13EF840E 	  	VDFN8 	63.5500 	61.5700 	0.000 	YES
DD14 	KSZ9031RNXIA_1_QFN48_KSZ9031RNX 	KSZ9031RNXIA 	  	QFN48 	91.8000 	38.3000 	0.000 	YES
DD15 	SN74AHCT1G04DCK_SC70-5_SN74AHC1 	SN74AHC1G04DCK 	  	SC70-5 	56.8000 	24.3000 	180.000 	NO
DD16 	SN74AHCT1G04DCK_SC70-5_SN74AHC1 	SN74AHC1G04DCK 	  	SC70-5 	17.6000 	27.2000 	0.000 	NO
DD17 	N25Q128A13EF840E_VDFN8_N25Q128A 	N25Q128A13EF840E 	  	VDFN8 	60.7400 	68.4300 	0.000 	YES
DD19 	MIC842LYC5_0_RPUQFN_N16_SN74AVC 	SN74AVC4T774RGYR 	  	RPUQFN_N16 	66.7900 	57.1500 	90.000 	NO
DD21 	CB3LV-3C-50M0000-T_0_8Y-MAAV-T_ 	SG_210STF_50.0000MS3 	  	8Y-MAAV-T 	92.8100 	49.9200 	90.000 	NO
DD23 	TMP100NA/250_SOT23-6_TMP100NA/2 	TMP100NA/250 	  	SOT23-6 	30.2900 	14.3600 	90.000 	YES
DD24 	MIC842LYC5_0_RPUQFN_N16_SN74AVC 	SN74AVC4T774RGYR 	  	RPUQFN_N16 	78.7200 	34.0900 	180.000 	NO
DD25 	MIC842LYC5_0_RPUQFN_N16_SN74AVC 	SN74AVC4T774RGYR 	  	RPUQFN_N16 	79.8700 	102.6200 	0.000 	NO
DD26 	MIC842LYC5_0_RPUQFN_N16_SN74AVC 	SN74AVC4T774RGYR 	  	RPUQFN_N16 	74.1300 	33.9900 	180.000 	NO
DD27 	SN74LVC1G3157_SC70-6_SN74LVC1G3 	SN74LVC1G3157 	  	SC70-6 	62.8500 	71.5000 	180.000 	NO
DD28 	74LVC1G74_TSSOP8_065_74LVC1G74 	74LVC1G74 	  	TSSOP8_065 	64.8600 	68.0100 	180.000 	NO
DD29 	SN74LVC1G3157_SC70-6_SN74LVC1G3 	SN74LVC1G3157 	  	SC70-6 	96.4100 	54.2400 	90.000 	NO
DD11_1 	USB3320C-EZK_1_QFN32_USB3320C-E 	USB3320C-EZK 	  	QFN32 	77.2000 	42.4000 	90.000 	YES
DD1_1 	XC7Z030SBG485_1_SBG485_(S1+S2+S 	XC7Z030SBG485 	  	SBG485 	84.5800 	62.2200 	180.000 	YES
DD1_5 	MT41J128M16HA-15E_2_VFBGA96_MT4 	MT41K256M16TW-107 AIT:P 	  	VFBGA96 	109.6800 	68.1200 	90.000 	YES
DD1_6 	MT41J128M16HA-15E_2_VFBGA96_MT4 	MT41K256M16TW-107 AIT:P 	  	VFBGA96 	109.6800 	56.7200 	90.000 	YES
DD2_1 	SN74AHCT1G04DCK_SC70-5_SN74AHC1 	SN74AHC1G04DCK 	  	SC70-5 	16.6000 	92.6000 	270.000 	NO
DD2_2 	SN74AHCT1G04DCK_SC70-5_SN74AHC1 	SN74AHC1G04DCK 	  	SC70-5 	18.0000 	82.5000 	180.000 	NO
DD2_3 	74AHCT238_1_TSSOP16_74VHCT238AT 	74VHCT238ATTR 	  	TSSOP16 	32.7000 	94.0000 	90.000 	NO
GB1 	BATTERY ELEM_1_RENATA_SMTU_1225 	BATTERY ELEM_1 	  	RENATA_SMTU_1225_1 	26.6000 	13.1000 	350.000 	NO
H1 	MTG_3_1_E_HOLE5400THRU3100_M2_7 	M2_7 	  	E_HOLE5400THRU3100 	217.5000 	98.1000 	0.000 	YES
H2 	MTG_3_1_E_HOLE5400THRU3100_M2_7 	M2_7 	  	E_HOLE5400THRU3100 	217.4600 	37.5000 	0.000 	YES
H3 	MTG_3_1_E_HOLE5400THRU3100_M2_7 	M2_7 	  	E_HOLE5400THRU3100 	126.1800 	25.8000 	0.000 	YES
H4 	MTG_3_1_E_HOLE5400THRU3100_M2_7 	M2_7 	  	E_HOLE5400THRU3100 	33.6000 	4.1000 	0.000 	YES
H5 	MTG_3_1_E_HOLE5400THRU3100_M2_7 	M2_7 	  	E_HOLE5400THRU3100 	20.1000 	126.6000 	0.000 	YES
H6 	MTG_3_1_E_HOLE5400THRU3100_M2_7 	M2_7 	  	E_HOLE5400THRU3100 	126.2000 	109.8000 	0.000 	YES
L1 	R0805_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	98.3400 	103.3600 	270.000 	YES
L3 	R0805_0_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	236.7000 	70.0000 	270.000 	NO
L4 	R0805_0_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	234.3000 	63.2000 	0.000 	NO
L20 	L10145_0_ELL-6_ELL-6SH681M 	ELL-6SH681M 	  	ELL-6 	64.4000 	42.9000 	90.000 	NO
L21 	L10145_0_ELL-6_ELL-6SH681M 	ELL-6SH681M 	  	ELL-6 	66.2000 	32.6000 	0.000 	NO
L25 	R0805_0_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	68.1000 	95.4000 	0.000 	YES
L26 	R0805_0_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	66.2200 	94.7600 	180.000 	NO
L27 	R0805_0_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	66.2000 	85.5000 	180.000 	NO
L28 	R0805_0_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	62.4900 	82.4800 	270.000 	NO
L29 	R0805_3_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	85.1900 	83.1900 	90.000 	YES
L30 	R0805_5_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	116.7500 	20.8400 	270.000 	YES
L31 	R0805_0_R0603_MI0603L221R-10 	MI0603L221R-10 	  	R0603 	89.0800 	48.9600 	270.000 	NO
L32 	R0805_2_R0603_MI0603L221R-10 	MI0603L221R-10 	  	R0603 	82.7300 	46.2200 	90.000 	YES
L34 	R0805_2_R0603_BLM21PG221SN1D 	BLM21PG221SN1D 	  	R0603 	84.7800 	73.6100 	270.000 	NO
L35 	R0805_2_R0603_BLM21PG221SN1D 	BLM21PG221SN1D 	  	R0603 	79.4200 	78.0500 	270.000 	YES
L36 	R0805_2_R0603_BLM21PG221SN1D 	BLM21PG221SN1D 	  	R0603 	71.2900 	70.8800 	0.000 	NO
L1_4 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	59.2500 	22.8400 	180.000 	YES
L1_5 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	15.3000 	25.8000 	270.000 	NO
L2_1 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	17.0700 	97.3000 	90.000 	NO
L2_2 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	20.5000 	84.9000 	90.000 	NO
L2_3 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	28.7000 	92.4000 	270.000 	NO
L2_4 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	44.6000 	76.9000 	0.000 	YES
L2_5 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	44.6000 	78.6000 	0.000 	YES
L2_6 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	35.5000 	77.2000 	180.000 	YES
L2_7 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	28.3000 	82.7000 	0.000 	YES
L2_8 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	45.0000 	85.6000 	0.000 	YES
L2_9 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	28.6000 	84.7000 	0.000 	NO
L2_10 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	45.0000 	87.3000 	0.000 	YES
L2_11 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	20.3000 	88.4000 	90.000 	NO
L2_12 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	35.9000 	85.9000 	180.000 	YES
L2_13 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	28.9000 	84.7000 	0.000 	YES
L2_14 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	27.3000 	99.4000 	0.000 	YES
L2_15 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	24.0000 	94.1000 	180.000 	YES
L2_16 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	41.5000 	99.4000 	0.000 	YES
L2_17 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	38.2000 	94.1000 	180.000 	YES
L2_18 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	45.2000 	103.7000 	270.000 	YES
L2_19 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	34.0000 	103.0000 	180.000 	YES
L2_20 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	29.3000 	111.4000 	90.000 	YES
L2_21 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	31.3000 	105.8000 	90.000 	YES
L2_22 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	20.4000 	112.7000 	0.000 	YES
L2_23 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	23.9000 	112.7000 	0.000 	YES
L2_24 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	41.8000 	121.9000 	0.000 	YES
L2_25 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	38.5000 	116.6000 	180.000 	YES
L2_26 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	27.6000 	123.7000 	0.000 	YES
L2_27 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	24.3000 	116.6000 	180.000 	YES
L2_28 	L10145_2_L1008_1.5UH 5%_ELJ-FC1 	1.5uH 5% 	  	L1008 	27.1000 	128.7000 	0.000 	YES
L2_29 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	29.9500 	102.3400 	0.000 	YES
L2_30 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	19.2000 	105.6000 	0.000 	YES
L2_31 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	41.5000 	125.9000 	180.000 	YES
L2_32 	L10145_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	34.5000 	129.3000 	0.000 	YES
L36_1 	R0805_2_R0603_BLM21PG221SN1D 	BLM21PG221SN1D 	  	R0603 	73.8200 	71.6900 	270.000 	NO
L3_2 	R0805_2_L0603_MI0603L221R-10 	MI0603L221R-10 	  	L0603 	88.3000 	94.6000 	270.000 	NO
L5_1 	L10145_1_ELLA_220UH_ 	220UH 	  	ELLA 	98.5200 	7.0900 	90.000 	NO
L5_2 	L10145_0_IHLP2525_6.8UH_IHLP252 	6.8uH 	  	IHLP2525 	215.3000 	90.9000 	180.000 	YES
L5_4 	L10145_1_IHLP2525_4.7UH_IHLP252 	4.7UH 	  	IHLP2525 	123.9000 	98.6700 	0.000 	NO
L5_5 	L10145_1_IHLP3232DZ_10UH_IHLP32 	10UH 	  	IHLP3232DZ 	73.4200 	127.3000 	90.000 	NO
L5_6 	L10145_0_IHLP3232DZ_10UH_IHLP32 	10UH 	  	IHLP3232DZ 	98.0300 	129.7700 	270.000 	NO
L5_8 	L10145_1_ELLA_220UH_ 	220UH 	  	ELLA 	100.9000 	18.4000 	270.000 	NO
L5_9 	R0805_5_R1206_FBMH3216HM221NT 	FBMH3216HM221NT 	  	R1206 	118.8800 	106.7500 	180.000 	YES
L5_10 	R0805_5_R1206_FBMH3216HM221NT 	FBMH3216HM221NT 	  	R1206 	120.4400 	100.6100 	90.000 	YES
L5_11 	L10145_1_IHLP2020_22UH_IHLP2020 	22UH 	  	IHLP2020 	66.3700 	130.1300 	270.000 	NO
L5_12 	L10145_1_IHLP2020_22UH_IHLP2020 	22UH 	  	IHLP2020 	66.5600 	119.9800 	270.000 	NO
L5_13 	L10145_1_IHLP2020_22UH_IHLP2020 	22UH 	  	IHLP2020 	90.8000 	127.6000 	270.000 	NO
L5_14 	L10145_1_IHLP2020_22UH_IHLP2020 	22UH 	  	IHLP2020 	89.8000 	119.9700 	270.000 	NO
M1 	WT32-A-AI_4_WT32AE_WT32I-A-AI61 	WT32I-A-AI61 	  	WT32AE 	114.6700 	113.4100 	0.000 	NO
R3 	R_R0805_0 	0 	  	R0805 	117.2600 	99.1500 	0.000 	YES
R4 	R_R0603_0 	0 	  	R0603 	62.5400 	118.6400 	90.000 	NO
R5 	R_R0603_0 	0 	  	R0603 	80.0200 	107.1700 	270.000 	NO
R6 	R_R0805_0 	0 	  	R0805 	64.3000 	27.9000 	180.000 	NO
R7 	R_R0805_0 	0 	  	R0805 	67.1100 	37.2800 	270.000 	YES
R8 	R_R0603_0 	0 	  	R0603 	94.3000 	23.3000 	270.000 	YES
R9 	R_R0603_0 	0 	  	R0603 	95.1200 	104.9200 	90.000 	YES
R10 	R_R0603_0 	0 	  	R0603 	96.7100 	104.9300 	90.000 	YES
R13 	R0805_1_R0603_10K 	10K 	  	R0603 	203.9400 	35.0500 	90.000 	YES
R14 	R0805_1_R0603_10K 	10K 	  	R0603 	205.5500 	35.0200 	90.000 	YES
R15 	R_R0603_0 	0 	  	R0603 	234.3000 	64.8000 	180.000 	NO
R16 	R0805_1_R0603_10K 	10K 	  	R0603 	207.1300 	35.0200 	90.000 	YES
R17 	R0805_1_R0603_10K 	10K 	  	R0603 	208.7100 	35.0200 	90.000 	YES
R18 	R0805_1_R0603_10K 	10K 	  	R0603 	210.3000 	35.0300 	90.000 	YES
R19 	R0805_0_R0603_330 	330 	  	R0603 	189.8400 	37.2200 	180.000 	YES
R20 	R0805_1_R0603_10K 	10K 	  	R0603 	211.9200 	35.0300 	90.000 	YES
R22 	R_R0603_0 	0 	  	R0603 	16.0000 	51.4000 	180.000 	NO
R23 	R_R0603_0 	0 	  	R0603 	16.0000 	53.5000 	180.000 	NO
R24 	R_R0603_0 	0 	  	R0603 	4.3400 	93.5900 	0.000 	YES
R25 	R_R0603_0 	0 	  	R0603 	6.7800 	90.3500 	90.000 	YES
R26 	R0805_13_R0603_100K 1% 	100K 1% 	  	R0603 	139.6126 	37.6900 	270.000 	YES
R28 	R_R0603_0 	0 	  	R0603 	44.5000 	30.9000 	90.000 	YES
R51 	R0805_1_R0402_30K 1% 	30K 1% 	  	R0402 	182.6800 	35.9900 	0.000 	YES
R86 	R_R0805_0 	0 	  	R0805 	104.8800 	99.2600 	270.000 	YES
R87 	R_R0603_0 	0 	  	R0603 	84.6600 	83.4500 	180.000 	NO
R88 	R_R0603_0 	0 	  	R0603 	92.1900 	79.5800 	270.000 	YES
R89 	R_R0603_0 	0 	  	R0603 	92.3500 	87.9000 	270.000 	YES
R90 	R0805_1_R0603_12.1K 1% 	12.1K 1% 	  	R0603 	85.9800 	79.1900 	270.000 	YES
R91 	R0805_1_R0603_100K 1% 	100K 1% 	  	R0603 	88.7100 	86.5300 	270.000 	YES
R92 	R0805_1_R0603_1K 1% 	1K 1% 	  	R0603 	84.2900 	79.1700 	90.000 	YES
R94 	R_R0603_DP 	DP 	  	R0603 	54.3000 	22.2000 	90.000 	YES
R95 	R_R0603_0 	0 	  	R0603 	23.5000 	28.1500 	0.000 	NO
R97 	R_R0603_DP 	DP 	  	R0603 	19.9000 	28.3700 	270.000 	NO
R98 	R0805_4_R0603_10K 1% 	10K 1% 	  	R0603 	60.0500 	74.5700 	180.000 	YES
R99 	R0805_4_R0603_10K 1% 	10K 1% 	  	R0603 	57.5100 	74.7100 	270.000 	YES
R100 	R0805_4_R0603_10K 1% 	10K 1% 	  	R0603 	57.4800 	78.6200 	90.000 	YES
R101 	R0805_4_R0603_10K 1% 	10K 1% 	  	R0603 	52.1000 	81.0700 	90.000 	YES
R102 	R0805_4_R0402_10K 1% 	10K 1% 	  	R0402 	120.4300 	45.4500 	270.000 	YES
R103 	R0805_4_R0402_10K 1% 	10K 1% 	  	R0402 	120.6200 	47.6600 	270.000 	YES
R104 	R0805_4_R0402_100 1% 	100 1% 	  	R0402 	178.2200 	101.8800 	0.000 	NO
R105 	R0805_4_R0402_100 1% 	100 1% 	  	R0402 	174.7400 	101.4600 	180.000 	NO
R106 	R0805_4_R1206_10K 1% 	10K 1% 	  	R1206 	62.1700 	52.0800 	90.000 	NO
R107 	R0805_4_R0603_430 1% 	430 1% 	  	R0603 	54.4500 	62.0500 	90.000 	YES
R108 	R0805_4_R0603_430 1% 	430 1% 	  	R0603 	54.4500 	65.2300 	270.000 	YES
R109 	R0805_4_R1206_10K 1% 	10K 1% 	  	R1206 	64.7000 	52.0500 	90.000 	NO
R110 	R0805_1_R0402_4.7K 1% 	4.7K 1% 	  	R0402 	98.6000 	58.4600 	0.000 	NO
R111 	R0805_1_R0402_20K 1% 	20K 1% 	  	R0402 	57.5800 	60.9800 	270.000 	YES
R112 	R0805_1_R0402_DP 1% 	DP 1% 	  	R0402 	60.3800 	60.3800 	180.000 	NO
R113 	R0805_1_R0402_20K 1% 	20K 1% 	  	R0402 	96.0400 	52.3300 	0.000 	NO
R114 	R0805_1_R0402_20K 1% 	20K 1% 	  	R0402 	59.5600 	56.7200 	90.000 	YES
R115 	R0805_1_R0402_20K 1% 	20K 1% 	  	R0402 	60.3300 	61.8600 	180.000 	NO
R116 	R0805_1_R0402_20K 1% 	20K 1% 	  	R0402 	66.9000 	62.0600 	180.000 	NO
R117 	R0805_1_R0402_20K 1% 	20K 1% 	  	R0402 	66.9600 	60.6000 	180.000 	NO
R118 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	83.3100 	49.2900 	270.000 	NO
R119 	R0805_0_R0402_240 1% 	240 1% 	  	R0402 	110.2400 	52.0600 	90.000 	NO
R120 	R0805_0_R0402_240 1% 	240 1% 	  	R0402 	112.0800 	64.1000 	90.000 	NO
R121 	R0805_1_R0402_1K 1% 	1K 1% 	  	R0402 	83.3100 	47.1200 	270.000 	NO
R122 	R0805_1_R0402_4.7K 1% 	4.7K 1% 	  	R0402 	96.8200 	74.9800 	270.000 	NO
R124 	R0805_0_R0402_80.6 1% 	80.6 1% 	  	R0402 	96.6700 	63.2300 	180.000 	NO
R125 	R0805_0_R0402_80.6 1% 	80.6 1% 	  	R0402 	96.6600 	64.6700 	180.000 	NO
R127 	EXB-2HV390JV_R0402_ARRAY_8_EXB- 	EXB-2HV390JV 	  	R0402_ARRAY_8 	115.3300 	57.2700 	0.000 	NO
R128 	EXB-2HV390JV_R0402_ARRAY_8_EXB- 	EXB-2HV390JV 	  	R0402_ARRAY_8 	110.5800 	56.7800 	0.000 	NO
R129 	EXB-2HV390JV_R0402_ARRAY_8_EXB- 	EXB-2HV390JV 	  	R0402_ARRAY_8 	114.7000 	50.9000 	0.000 	NO
R130 	R0805_0_R0402_4.7K 1% 	4.7K 1% 	  	R0402 	91.8100 	57.8200 	90.000 	NO
R131 	R0805_0_R0402_4.7K 1% 	4.7K 1% 	  	R0402 	92.5900 	67.1700 	90.000 	NO
R132 	R0805_6_R0402_DP 	DP 	  	R0402 	85.2300 	77.3300 	0.000 	NO
R133 	R0805_0_R0402_80.6 1% 	80.6 1% 	  	R0402 	110.8800 	54.7300 	0.000 	NO
R134 	R0805_6_R0402_4.7K 1% 	4.7K 1% 	  	R0402 	80.9700 	77.5100 	90.000 	YES
R135 	R0805_6_R0402_4.7K 1% 	4.7K 1% 	  	R0402 	82.4300 	77.0300 	90.000 	YES
R137 	R0805_0_R0402_4.7K 1% 	4.7K 1% 	  	R0402 	29.1000 	17.5600 	90.000 	YES
R138 	R0805_0_R0402_4.7K 1% 	4.7K 1% 	  	R0402 	28.9700 	11.2000 	270.000 	YES
R139 	R0805_0_R0402_5.1K 1% 	5.1K 1% 	  	R0402 	121.8900 	114.6500 	90.000 	NO
R141 	R0805_1_R0402_100 1% 	100 1% 	  	R0402 	80.5600 	67.4200 	270.000 	NO
R142 	R0805_1_R0402_330 1% 	330 1% 	  	R0402 	68.9600 	61.7200 	90.000 	NO
R143 	R0805_0_R0603_1K 0.1% 	1K 0.1% 	  	R0603 	66.0100 	87.3200 	0.000 	YES
R144 	R0805_0_R0603_316 0.1% 	316 0.1% 	  	R0603 	65.9900 	85.7200 	180.000 	YES
R145 	R0805_1_R0603_499 1% 	499 1% 	  	R0603 	58.8300 	89.4800 	180.000 	NO
R146 	R0805_1_R0603_1K 0.1% 	1K 0.1% 	  	R0603 	58.8000 	91.4000 	180.000 	NO
